id,timestamp,amount,currency,type,src,dst,component_id,is_fraud,anomaly_type,incident_id
tx-d7f4d871ed,2026-07-20T11:03:35Z,806.61,USD,p2p_transfer,ACC-2291,MERCH-STRIPE,payment-service,False,,
tx-3d5c87687c,2026-07-20T11:05:46Z,1101.97,USD,crypto_withdrawal,ACC-8834,ACC-9902,payment-gateway,False,,
tx-f301b67c15,2026-07-20T11:09:33Z,910.67,USD,ach_payment,ACC-8834,ACC-0042,payment-service,False,,
tx-9e0a786f47,2026-07-20T11:13:16Z,658.5,USD,crypto_withdrawal,ACC-2291,MERCH-SHOPIFY,payment-gateway,False,,
tx-2cf1eb849a,2026-07-20T11:16:57Z,366.59,USD,card_charge,ACC-6673,ACC-5512,payment-service,False,,
tx-6a5779e5c4,2026-07-20T11:18:31Z,738.01,USD,inter_account,ACC-0042,ACC-2291,order-service,False,,
tx-b0c9371b50,2026-07-20T11:20:15Z,370.98,USD,p2p_transfer,ACC-5512,ACC-9902,payment-service,False,,
tx-11063f92af,2026-07-20T11:22:25Z,611.94,USD,refund,ACC-4480,ACC-2291,order-service,False,,
tx-921a53de2b,2026-07-20T11:26:01Z,1231.24,USD,p2p_transfer,ACC-6673,ACC-8834,payment-gateway,False,,
tx-0eb8462693,2026-07-20T11:29:59Z,426.51,USD,refund,ACC-8834,MERCH-STRIPE,payment-service,False,,
tx-8111934b4b,2026-07-20T11:33:52Z,989.08,USD,refund,ACC-4480,ACC-0042,payment-service,False,,
tx-66620e282a,2026-07-20T11:35:26Z,667.17,USD,card_charge,ACC-3354,EXT-US-883,order-service,False,,
tx-e708121dfc,2026-07-20T11:37:15Z,322.14,USD,card_charge,ACC-1187,EXT-LATAM-16,payment-gateway,False,,
tx-bb81ab92a8,2026-07-20T11:41:00Z,262.89,USD,ach_payment,ACC-5512,ACC-4480,payment-service,False,,
tx-2abd2ebc42,2026-07-20T11:45:12Z,487.99,USD,p2p_transfer,ACC-3354,ACC-5512,payment-gateway,False,,
tx-ca9b39879f,2026-07-20T11:47:34Z,666.59,USD,inter_account,ACC-0042,MERCH-AMZN,payment-gateway,False,,
tx-2fc1afe782,2026-07-20T11:51:41Z,455.23,USD,wire_transfer,ACC-2291,MERCH-PAYPAL,order-service,False,,
tx-86d628490f,2026-07-20T11:54:21Z,31.17,USD,card_charge,ACC-9902,ACC-7701,payment-gateway,False,,
tx-b7ef730a7e,2026-07-20T11:56:00Z,927.31,USD,crypto_withdrawal,ACC-4480,ACC-1187,payment-gateway,False,,
tx-fc7d144eda,2026-07-20T11:58:34Z,686.68,USD,refund,ACC-2291,ACC-3354,payment-service,False,,
tx-85768955e6,2026-07-20T12:00:58Z,192.62,USD,refund,ACC-7701,EXT-APAC-47,payment-service,False,,
tx-095bd1c785,2026-07-20T12:04:55Z,503.18,USD,wire_transfer,ACC-8834,EXT-US-883,payment-service,False,,
tx-2191b902f3,2026-07-20T12:08:56Z,812.25,USD,p2p_transfer,ACC-3354,ACC-7701,order-service,False,,
tx-382e15e1a9,2026-07-20T12:12:14Z,232.73,USD,p2p_transfer,ACC-7701,ACC-6673,payment-gateway,False,,
tx-627cb1d1ac,2026-07-20T12:14:55Z,300.32,USD,crypto_withdrawal,ACC-1187,MERCH-AMZN,payment-gateway,False,,
tx-e4596ac1a4,2026-07-20T12:16:58Z,789.66,USD,wire_transfer,ACC-2291,EXT-US-883,payment-service,False,,
tx-12b0a69d3d,2026-07-20T12:20:48Z,361.5,USD,inter_account,ACC-1187,ACC-9902,order-service,False,,
tx-e5308d8536,2026-07-20T12:24:56Z,23.17,USD,p2p_transfer,ACC-9902,ACC-7701,payment-service,False,,
tx-d9cb2968e8,2026-07-20T12:26:48Z,705.98,USD,p2p_transfer,ACC-2291,EXT-EU-291,payment-service,False,,
tx-63d331189a,2026-07-20T12:30:05Z,508.93,USD,crypto_withdrawal,ACC-6673,MERCH-SHOPIFY,payment-gateway,False,,
tx-75a2b878a9,2026-07-20T12:32:50Z,374.85,USD,inter_account,ACC-6673,ACC-1187,order-service,False,,
tx-3167a8b908,2026-07-20T12:36:13Z,929.14,USD,inter_account,ACC-3354,EXT-APAC-47,payment-gateway,False,,
tx-24242470b6,2026-07-20T12:38:36Z,776.7,USD,wire_transfer,ACC-8834,EXT-APAC-47,order-service,False,,
tx-5a0591beb8,2026-07-20T12:41:41Z,505.64,USD,inter_account,ACC-9902,ACC-5512,payment-service,False,,
tx-8f41329188,2026-07-20T12:44:34Z,269.47,USD,refund,ACC-5512,ACC-3354,payment-gateway,False,,
tx-62a8775f41,2026-07-20T12:47:02Z,67.85,USD,crypto_withdrawal,ACC-7701,ACC-4480,payment-gateway,False,,
tx-8826d1fa95,2026-07-20T12:48:52Z,869.39,USD,crypto_withdrawal,ACC-4480,ACC-9902,payment-gateway,False,,
tx-7b55d634eb,2026-07-20T12:51:17Z,424.78,USD,p2p_transfer,ACC-9902,ACC-5512,payment-service,False,,
tx-988f843763,2026-07-20T12:55:37Z,923.88,USD,crypto_withdrawal,ACC-3354,MERCH-SHOPIFY,payment-gateway,False,,
tx-d742124121,2026-07-20T12:58:49Z,694.9,USD,card_charge,ACC-2291,ACC-1187,payment-gateway,False,,
tx-0c09554844,2026-07-20T13:00:47Z,475.02,USD,crypto_withdrawal,ACC-6673,ACC-2291,order-service,False,,
tx-2371cb2705,2026-07-20T13:02:20Z,1000.68,USD,card_charge,ACC-8834,ACC-0042,order-service,False,,
tx-1c943260d4,2026-07-20T13:04:14Z,605.03,USD,wire_transfer,ACC-3354,ACC-4480,payment-service,False,,
tx-2aaa1d1408,2026-07-20T13:08:26Z,182.93,USD,wire_transfer,ACC-1187,MERCH-AMZN,order-service,False,,
tx-9b71a0973e,2026-07-20T13:10:37Z,269.94,USD,ach_payment,ACC-9902,ACC-0042,payment-gateway,False,,
tx-f78f8c0078,2026-07-20T13:14:40Z,258.72,USD,p2p_transfer,ACC-1187,MERCH-SHOPIFY,payment-service,False,,
tx-547ff09de3,2026-07-20T13:17:06Z,569.19,USD,crypto_withdrawal,ACC-0042,MERCH-SHOPIFY,payment-service,False,,
tx-b481f6efb9,2026-07-20T13:21:06Z,905.27,USD,refund,ACC-4480,ACC-1187,payment-gateway,False,,
tx-25be9d3652,2026-07-20T13:24:20Z,560.57,USD,inter_account,ACC-0042,ACC-7701,payment-gateway,False,,
tx-da41e6d3f9,2026-07-20T13:26:52Z,199.56,USD,ach_payment,ACC-5512,EXT-APAC-47,order-service,False,,
tx-2d8643bbeb,2026-07-20T13:29:06Z,332.52,USD,card_charge,ACC-5512,ACC-0042,payment-service,False,,
tx-2653df41cc,2026-07-20T13:32:00Z,160.93,USD,ach_payment,ACC-1187,EXT-EU-291,payment-gateway,False,,
tx-3a355a040d,2026-07-20T13:34:21Z,576.84,USD,p2p_transfer,ACC-2291,MERCH-STRIPE,order-service,False,,
tx-db08047c1c,2026-07-20T13:37:54Z,282.45,USD,ach_payment,ACC-9902,MERCH-PAYPAL,order-service,False,,
tx-a90180e57d,2026-07-20T13:40:08Z,331.68,USD,crypto_withdrawal,ACC-3354,MERCH-PAYPAL,payment-service,False,,
tx-2cca165002,2026-07-20T13:43:01Z,200.67,USD,crypto_withdrawal,ACC-1187,ACC-4480,order-service,False,,
tx-bb34145989,2026-07-20T13:44:46Z,832.03,USD,ach_payment,ACC-8834,ACC-3354,payment-gateway,False,,
tx-cf66447e5a,2026-07-20T13:46:46Z,1014.21,USD,crypto_withdrawal,ACC-3354,ACC-5512,payment-gateway,False,,
tx-9fdebc679b,2026-07-20T13:48:40Z,140.27,USD,inter_account,ACC-3354,ACC-1187,order-service,False,,
tx-e9b39504b3,2026-07-20T13:51:34Z,823.88,USD,p2p_transfer,ACC-4480,ACC-9902,payment-service,False,,
tx-0714bb137d,2026-07-20T13:55:14Z,1175.21,USD,inter_account,ACC-4480,EXT-EU-291,payment-gateway,False,,
tx-156c22674d,2026-07-20T13:57:01Z,830.47,USD,wire_transfer,ACC-9902,ACC-4480,order-service,False,,
tx-2ae0d1dcc6,2026-07-20T14:00:24Z,798.67,USD,refund,ACC-2291,ACC-9902,payment-gateway,False,,
tx-9a237f8737,2026-07-20T14:02:02Z,465.3,USD,inter_account,ACC-2291,MERCH-AMZN,payment-service,False,,
tx-026726c6ea,2026-07-20T14:05:25Z,503.54,USD,refund,ACC-9902,MERCH-SHOPIFY,order-service,False,,
tx-a0bca596d1,2026-07-20T14:07:42Z,57.69,USD,refund,ACC-7701,ACC-5512,payment-service,False,,
tx-2445eccda4,2026-07-20T14:11:32Z,555.66,USD,card_charge,ACC-7701,ACC-6673,payment-service,False,,
tx-3af733b7d5,2026-07-20T14:15:04Z,147.75,USD,p2p_transfer,ACC-1187,ACC-4480,payment-gateway,False,,
tx-c25ad220e8,2026-07-20T14:16:38Z,1222.1,USD,card_charge,ACC-3354,ACC-0042,payment-gateway,False,,
tx-17a4e4aba3,2026-07-20T14:19:01Z,302.45,USD,inter_account,ACC-5512,EXT-EU-291,order-service,False,,
tx-ec010b2f8c,2026-07-20T14:21:15Z,228.98,USD,refund,ACC-7701,MERCH-AMZN,order-service,False,,
tx-787b92a6eb,2026-07-20T14:22:48Z,431.35,USD,p2p_transfer,ACC-7701,ACC-0042,order-service,False,,
tx-ea008448de,2026-07-20T14:25:25Z,236.34,USD,wire_transfer,ACC-4480,EXT-US-883,order-service,False,,
tx-237d9f4799,2026-07-20T14:28:58Z,326.5,USD,inter_account,ACC-0042,ACC-6673,payment-service,False,,
tx-057ac25f1a,2026-07-20T14:30:49Z,19754.98,USD,wire_transfer,ACC-3354,MERCH-AMZN,payment-service,True,fraud,
tx-ca837113ab,2026-07-20T14:33:21Z,10871.2,USD,crypto_withdrawal,ACC-1187,EXT-APAC-47,order-service,True,fraud,
tx-e39ac0f4b1,2026-07-20T14:35:20Z,494.47,USD,ach_payment,ACC-9902,ACC-1187,order-service,False,,
tx-46fe434970,2026-07-20T14:38:08Z,229.57,USD,inter_account,ACC-1187,MERCH-AMZN,payment-gateway,False,,
tx-e90898bb26,2026-07-20T14:41:45Z,117.75,USD,refund,ACC-1187,EXT-LATAM-16,order-service,False,,
tx-529715ce70,2026-07-20T14:44:52Z,208.57,USD,p2p_transfer,ACC-9902,EXT-US-883,payment-service,False,,
tx-4ecbd3ee33,2026-07-20T14:46:41Z,647.93,USD,wire_transfer,ACC-8834,ACC-9902,payment-gateway,False,,
tx-1aeeeaf8be,2026-07-20T14:49:31Z,608.66,USD,card_charge,ACC-9902,MERCH-SHOPIFY,order-service,False,,
tx-ea3f727e35,2026-07-20T14:51:12Z,356.78,USD,crypto_withdrawal,ACC-2291,EXT-US-883,order-service,False,,
tx-89428b9609,2026-07-20T14:54:20Z,907.35,USD,inter_account,ACC-4480,ACC-2291,order-service,False,,
tx-e33e7ed345,2026-07-20T14:56:26Z,112.12,USD,ach_payment,ACC-5512,MERCH-AMZN,payment-service,False,,
tx-a5950795c2,2026-07-20T14:59:15Z,522.94,USD,refund,ACC-3354,MERCH-AMZN,payment-gateway,False,,
tx-28d345b029,2026-07-20T15:01:15Z,329.31,USD,p2p_transfer,ACC-9902,EXT-APAC-47,payment-gateway,False,,
tx-b191dba1e4,2026-07-20T15:04:49Z,528.24,USD,refund,ACC-9902,MERCH-AMZN,order-service,False,,
tx-ea8a84a364,2026-07-20T15:08:06Z,657.4,USD,crypto_withdrawal,ACC-9902,ACC-4480,order-service,False,,
tx-90f6c27152,2026-07-20T15:09:39Z,735.2,USD,wire_transfer,ACC-0042,ACC-6673,payment-gateway,False,,
tx-da20ca1bab,2026-07-20T15:13:31Z,179.9,USD,inter_account,ACC-1187,EXT-US-883,payment-gateway,False,,
tx-0844215a6e,2026-07-20T15:17:25Z,187.46,USD,inter_account,ACC-1187,MERCH-SHOPIFY,order-service,False,,
tx-6d75e9c459,2026-07-20T15:20:58Z,192.92,USD,crypto_withdrawal,ACC-5512,ACC-1187,order-service,False,,
tx-e4391d29cf,2026-07-20T15:24:38Z,363.18,USD,card_charge,ACC-9902,ACC-8834,payment-gateway,False,,
tx-61b1d37f04,2026-07-20T15:26:44Z,87.17,USD,ach_payment,ACC-5512,ACC-8834,payment-gateway,False,,
tx-e5af4122d2,2026-07-20T15:29:31Z,915.58,USD,p2p_transfer,ACC-6673,ACC-3354,payment-service,False,,
tx-03e3e29b64,2026-07-20T15:33:19Z,283.7,USD,crypto_withdrawal,ACC-5512,ACC-7701,payment-gateway,False,,
tx-02ccdf0d25,2026-07-20T15:35:37Z,67.31,USD,p2p_transfer,ACC-1187,MERCH-STRIPE,payment-service,False,,
tx-0f1326040d,2026-07-20T15:38:44Z,161.32,USD,ach_payment,ACC-5512,ACC-8834,payment-service,False,,
tx-8346245be1,2026-07-20T15:41:46Z,1109.41,USD,ach_payment,ACC-0042,ACC-4480,payment-gateway,False,,
tx-4f70385eb5,2026-07-20T15:45:20Z,1008.07,USD,ach_payment,ACC-6673,EXT-LATAM-16,payment-gateway,False,,
tx-42c336565a,2026-07-20T15:49:14Z,16783.75,USD,crypto_withdrawal,ACC-5512,MERCH-SHOPIFY,payment-service,True,fraud,
tx-f3f8430325,2026-07-20T15:53:06Z,1205.84,USD,inter_account,ACC-0042,ACC-4480,order-service,False,,
tx-b03c1bc515,2026-07-20T15:54:56Z,293.76,USD,wire_transfer,ACC-5512,MERCH-AMZN,order-service,False,,
tx-a6751d1753,2026-07-20T15:58:47Z,851.55,USD,refund,ACC-9902,EXT-APAC-47,order-service,False,,
tx-fb8a2ae659,2026-07-20T16:01:03Z,944.6,USD,inter_account,ACC-0042,ACC-4480,payment-gateway,False,,
tx-1001e06515,2026-07-20T16:04:49Z,368.15,USD,crypto_withdrawal,ACC-8834,ACC-3354,payment-gateway,False,,
tx-67fa896d81,2026-07-20T16:08:04Z,550.81,USD,inter_account,ACC-2291,MERCH-STRIPE,payment-gateway,False,,
tx-8e50b8909b,2026-07-20T16:09:34Z,6384.39,USD,crypto_withdrawal,ACC-1187,EXT-US-883,payment-gateway,True,fraud,
tx-aeb09dd94d,2026-07-20T16:11:44Z,501.21,USD,refund,ACC-5512,MERCH-SHOPIFY,payment-service,False,,
tx-c2da46c20c,2026-07-20T16:14:21Z,1170.49,USD,card_charge,ACC-2291,MERCH-PAYPAL,payment-service,False,,
tx-60320cc832,2026-07-20T16:16:55Z,749.5,USD,card_charge,ACC-8834,MERCH-AMZN,payment-service,False,,
tx-f6b4605ccd,2026-07-20T16:20:11Z,827.18,USD,p2p_transfer,ACC-3354,EXT-EU-291,payment-service,False,,
tx-d98152f248,2026-07-20T16:22:40Z,407.18,USD,wire_transfer,ACC-6673,MERCH-STRIPE,payment-gateway,False,,
tx-05b5b6ac3e,2026-07-20T16:25:40Z,1275.74,USD,card_charge,ACC-4480,EXT-EU-291,payment-service,False,,
tx-363a0b1562,2026-07-20T16:29:15Z,624.07,USD,wire_transfer,ACC-8834,MERCH-SHOPIFY,payment-service,False,,
tx-f7f38df683,2026-07-20T16:33:24Z,554.27,USD,crypto_withdrawal,ACC-0042,ACC-5512,payment-service,False,,
tx-0e2bb24841,2026-07-20T16:36:24Z,781.07,USD,crypto_withdrawal,ACC-2291,ACC-0042,payment-gateway,False,,
tx-41958097d8,2026-07-20T16:39:47Z,732.92,USD,crypto_withdrawal,ACC-2291,MERCH-SHOPIFY,payment-service,False,,
tx-544c973d37,2026-07-20T16:42:48Z,591.08,USD,refund,ACC-9902,EXT-APAC-47,payment-service,False,,
tx-078ed9f502,2026-07-20T16:46:26Z,182.99,USD,ach_payment,ACC-1187,ACC-4480,payment-service,False,,
tx-72dc7b8e13,2026-07-20T16:50:27Z,236.51,USD,wire_transfer,ACC-5512,EXT-APAC-47,payment-gateway,False,,
tx-8e33dde3fd,2026-07-20T16:54:10Z,301.67,USD,refund,ACC-6673,ACC-4480,payment-gateway,False,,
tx-1e5d509199,2026-07-20T16:57:48Z,695.1,USD,ach_payment,ACC-2291,ACC-7701,payment-gateway,False,,
tx-283c8d1ffb,2026-07-20T17:00:38Z,251.06,USD,card_charge,ACC-1187,ACC-9902,payment-gateway,False,,
tx-8cd1d79cb6,2026-07-20T17:02:55Z,392.08,USD,card_charge,ACC-5512,ACC-0042,order-service,False,,
tx-2a31a1da23,2026-07-20T17:07:02Z,469.44,USD,crypto_withdrawal,ACC-8834,MERCH-AMZN,order-service,False,,
tx-64e7c0c43d,2026-07-20T17:09:54Z,986.9,USD,refund,ACC-0042,MERCH-AMZN,payment-gateway,False,,
tx-e9e1310960,2026-07-20T17:14:00Z,398.66,USD,crypto_withdrawal,ACC-7701,MERCH-STRIPE,payment-service,False,,
tx-52f377f5cb,2026-07-20T17:17:22Z,308.35,USD,card_charge,ACC-6673,EXT-EU-291,payment-gateway,False,,
tx-4e17e264b6,2026-07-20T17:21:25Z,702.04,USD,ach_payment,ACC-3354,ACC-0042,payment-service,False,,
tx-269704f37c,2026-07-20T17:24:55Z,13446.46,USD,crypto_withdrawal,ACC-7701,MERCH-SHOPIFY,payment-gateway,True,fraud,
tx-456d7de605,2026-07-20T17:26:29Z,550.41,USD,wire_transfer,ACC-9902,ACC-3354,payment-gateway,False,,
tx-67bc282742,2026-07-20T17:30:34Z,694.76,USD,wire_transfer,ACC-2291,ACC-8834,payment-service,False,,
tx-8c6dbef265,2026-07-20T17:33:50Z,1192.52,USD,inter_account,ACC-4480,MERCH-AMZN,payment-service,False,,
tx-2676f37e4c,2026-07-20T17:37:11Z,553.13,USD,wire_transfer,ACC-8834,ACC-2291,payment-gateway,False,,
tx-6bc1018a66,2026-07-20T17:41:13Z,161.78,USD,p2p_transfer,ACC-7701,MERCH-AMZN,payment-gateway,False,,
tx-76b5a945fe,2026-07-20T17:43:53Z,207.04,USD,card_charge,ACC-1187,ACC-7701,payment-service,False,,
tx-1069e3ba00,2026-07-20T17:46:09Z,266.45,USD,wire_transfer,ACC-1187,MERCH-STRIPE,order-service,False,,
tx-fd70f3d321,2026-07-20T17:48:14Z,686.2,USD,p2p_transfer,ACC-0042,EXT-LATAM-16,payment-gateway,False,,
tx-862969d7d2,2026-07-20T17:50:14Z,958.78,USD,crypto_withdrawal,ACC-4480,MERCH-AMZN,order-service,False,,
tx-2641abe07d,2026-07-20T17:53:16Z,933.5,USD,refund,ACC-3354,MERCH-PAYPAL,order-service,False,,
tx-bf1f9395dc,2026-07-20T17:55:43Z,1242.48,USD,crypto_withdrawal,ACC-3354,ACC-0042,payment-gateway,False,,
tx-0ccd852454,2026-07-20T17:58:22Z,717.83,USD,card_charge,ACC-0042,ACC-9902,payment-gateway,False,,
tx-eadd5f579f,2026-07-20T18:00:03Z,909.11,USD,crypto_withdrawal,ACC-6673,ACC-7701,order-service,False,,
tx-fe437302ac,2026-07-20T18:02:21Z,284.55,USD,ach_payment,ACC-7701,MERCH-AMZN,order-service,False,,
tx-bf0517fc2b,2026-07-20T18:04:41Z,784.53,USD,wire_transfer,ACC-8834,ACC-7701,order-service,False,,
tx-9bed606e73,2026-07-20T18:08:01Z,959.98,USD,p2p_transfer,ACC-4480,ACC-9902,payment-service,False,,
tx-f1f49d6eb6,2026-07-20T18:10:50Z,1,USD,crypto_withdrawal,ACC-5512,ACC-8834,order-service,False,,
tx-e93391e83d,2026-07-20T18:12:29Z,32.0,USD,refund,ACC-3354,ACC-4480,payment-gateway,False,,
tx-f02c3f7b1a,2026-07-20T18:16:10Z,685.67,USD,inter_account,ACC-0042,ACC-1187,payment-gateway,False,,
tx-982c89bef8,2026-07-20T18:19:26Z,1112.42,USD,card_charge,ACC-8834,ACC-5512,payment-service,False,,
tx-bed388f26d,2026-07-20T18:21:20Z,402.51,USD,p2p_transfer,ACC-6673,EXT-EU-291,payment-gateway,False,,
tx-d161677d7b,2026-07-20T18:24:57Z,432.68,USD,crypto_withdrawal,ACC-2291,MERCH-STRIPE,order-service,False,,
tx-6a01345939,2026-07-20T18:26:41Z,249.81,USD,wire_transfer,ACC-7701,ACC-5512,order-service,False,,
tx-4f41a769aa,2026-07-20T18:28:36Z,332.82,USD,p2p_transfer,ACC-7701,MERCH-SHOPIFY,payment-gateway,False,,
tx-1bdf2148ce,2026-07-20T18:31:12Z,284.68,USD,crypto_withdrawal,ACC-9902,ACC-6673,payment-gateway,False,,
tx-bfe7febe2b,2026-07-20T18:33:47Z,338.31,USD,crypto_withdrawal,ACC-1187,EXT-LATAM-16,payment-service,False,,
tx-2144f6dcb6,2026-07-20T18:35:32Z,111.7,USD,p2p_transfer,ACC-5512,ACC-8834,payment-gateway,False,,
tx-7a042bf3e8,2026-07-20T18:38:54Z,538.98,USD,crypto_withdrawal,ACC-6673,MERCH-SHOPIFY,payment-gateway,False,,
tx-2cfc144b38,2026-07-20T18:41:43Z,852.73,USD,ach_payment,ACC-3354,ACC-9902,order-service,False,,
tx-933617f7c3,2026-07-20T18:43:52Z,485.45,USD,p2p_transfer,ACC-9902,ACC-0042,order-service,False,,
tx-021138343a,2026-07-20T18:45:42Z,337.29,USD,wire_transfer,ACC-1187,MERCH-SHOPIFY,order-service,False,,
tx-642ecf6302,2026-07-20T18:49:37Z,961.5,USD,ach_payment,ACC-0042,ACC-6673,order-service,False,,
tx-6ae87da388,2026-07-20T18:51:57Z,28.86,USD,crypto_withdrawal,ACC-7701,ACC-5512,payment-service,False,,
tx-7a81d8d767,2026-07-20T18:55:05Z,231.66,USD,ach_payment,ACC-6673,ACC-2291,payment-service,False,,
tx-6eb0818fcd,2026-07-20T18:56:37Z,922.34,USD,inter_account,ACC-0042,MERCH-PAYPAL,payment-service,False,,
tx-2230a566bd,2026-07-20T19:00:48Z,922.43,USD,card_charge,ACC-4480,ACC-1187,payment-gateway,False,,
tx-5539ee2f8c,2026-07-20T19:02:27Z,293.12,USD,wire_transfer,ACC-0042,MERCH-STRIPE,payment-gateway,False,,
tx-8b900c6634,2026-07-20T19:03:57Z,689.27,USD,wire_transfer,ACC-3354,EXT-APAC-47,payment-service,False,,
tx-4fb725ea69,2026-07-20T19:07:07Z,133.07,USD,refund,ACC-5512,ACC-0042,order-service,False,,
tx-49575442b8,2026-07-20T19:08:54Z,205.05,USD,wire_transfer,ACC-5512,ACC-8834,payment-gateway,False,,
tx-8a5ed24630,2026-07-20T19:10:50Z,1,USD,p2p_transfer,ACC-3354,ACC-1187,order-service,False,,
tx-579c22c98e,2026-07-20T19:14:51Z,559.97,USD,ach_payment,ACC-6673,ACC-9902,payment-gateway,False,,
tx-1600cc65b0,2026-07-20T19:16:39Z,469.03,USD,inter_account,ACC-2291,ACC-7701,payment-gateway,False,,
tx-65c0987bf9,2026-07-20T19:18:38Z,462.31,USD,refund,ACC-8834,MERCH-AMZN,order-service,False,,
tx-9e0a966984,2026-07-20T19:20:12Z,885.77,USD,p2p_transfer,ACC-6673,ACC-8834,order-service,False,,
tx-da5839a017,2026-07-20T19:23:02Z,44.18,USD,inter_account,ACC-1187,MERCH-STRIPE,order-service,False,,
tx-f5b95aad15,2026-07-20T19:24:49Z,282.55,USD,ach_payment,ACC-1187,ACC-8834,payment-service,False,,
tx-bd1e7db6a9,2026-07-20T19:27:36Z,978.96,USD,crypto_withdrawal,ACC-6673,ACC-2291,order-service,False,,
tx-a7f9c042e0,2026-07-20T19:31:27Z,193.65,USD,crypto_withdrawal,ACC-0042,EXT-US-883,payment-gateway,False,,
tx-2f15f7e104,2026-07-20T19:34:25Z,371.49,USD,refund,ACC-8834,EXT-EU-291,payment-service,False,,
tx-89c7f0b399,2026-07-20T19:37:12Z,413.68,USD,card_charge,ACC-8834,ACC-0042,payment-service,False,,
tx-d59fc412c5,2026-07-20T19:39:47Z,639.25,USD,wire_transfer,ACC-2291,ACC-0042,payment-service,False,,
tx-c522e51ed7,2026-07-20T19:44:03Z,662.21,USD,crypto_withdrawal,ACC-3354,ACC-5512,payment-gateway,False,,
tx-116eca764d,2026-07-20T19:46:25Z,471.94,USD,card_charge,ACC-0042,ACC-4480,order-service,False,,
tx-6a39655e19,2026-07-20T19:49:14Z,1423.68,USD,p2p_transfer,ACC-9902,ACC-0042,order-service,False,,
tx-042bc3e7c4,2026-07-20T19:52:06Z,220.04,USD,ach_payment,ACC-5512,EXT-EU-291,payment-gateway,False,,
tx-4a058a3a38,2026-07-20T19:56:19Z,225.16,USD,crypto_withdrawal,ACC-1187,MERCH-PAYPAL,order-service,False,,
tx-a9b5cd4c1d,2026-07-20T19:58:18Z,482.58,USD,p2p_transfer,ACC-3354,ACC-4480,payment-gateway,False,,
tx-fa64e993ba,2026-07-20T20:01:34Z,544.49,USD,p2p_transfer,ACC-3354,ACC-2291,payment-gateway,False,,
tx-69c91bb7b0,2026-07-20T20:05:09Z,443.44,USD,inter_account,ACC-2291,ACC-4480,payment-service,False,,
tx-1c8dc679a7,2026-07-20T20:08:44Z,211.7,USD,inter_account,ACC-7701,ACC-2291,payment-gateway,False,,
tx-4cc439a314,2026-07-20T20:12:08Z,866.37,USD,card_charge,ACC-3354,ACC-6673,payment-gateway,False,,
tx-e17b93c306,2026-07-20T20:16:06Z,518.88,USD,card_charge,ACC-5512,EXT-EU-291,payment-service,False,,
tx-b9a3f13cb7,2026-07-20T20:19:15Z,1032.65,USD,wire_transfer,ACC-4480,ACC-9902,payment-service,False,,
tx-4cb90e49d5,2026-07-20T20:23:25Z,214.33,USD,inter_account,ACC-5512,ACC-0042,payment-service,False,,
tx-dd1f29e0c9,2026-07-20T20:26:40Z,170.47,USD,card_charge,ACC-5512,MERCH-AMZN,payment-service,False,,
tx-5594ea38d9,2026-07-20T20:29:36Z,340.11,USD,p2p_transfer,ACC-5512,MERCH-PAYPAL,order-service,False,,
tx-cfeb3c44fd,2026-07-20T20:33:12Z,726.43,USD,card_charge,ACC-8834,EXT-EU-291,order-service,False,,
tx-c4e68b854c,2026-07-20T20:35:46Z,1004.15,USD,refund,ACC-8834,ACC-4480,order-service,False,,
tx-14c45951e4,2026-07-20T20:37:44Z,314.49,USD,card_charge,ACC-8834,ACC-1187,order-service,False,,
tx-47d4d71012,2026-07-20T20:41:22Z,1055.58,USD,ach_payment,ACC-2291,ACC-3354,payment-gateway,False,,
tx-bb646d5ebc,2026-07-20T20:45:00Z,1125.68,USD,ach_payment,ACC-6673,EXT-APAC-47,payment-gateway,False,,
tx-1a1fa30947,2026-07-20T20:48:58Z,579.04,USD,p2p_transfer,ACC-6673,ACC-9902,payment-service,False,,
tx-1110060c97,2026-07-20T20:50:52Z,595.29,USD,wire_transfer,ACC-3354,EXT-APAC-47,payment-service,False,,
tx-040cd10c72,2026-07-20T20:52:23Z,478.01,USD,crypto_withdrawal,ACC-9902,MERCH-PAYPAL,payment-service,False,,
tx-17e759d593,2026-07-20T20:55:48Z,561.43,USD,p2p_transfer,ACC-3354,ACC-4480,order-service,False,,
tx-89dbabe685,2026-07-20T20:59:37Z,895.33,USD,crypto_withdrawal,ACC-9902,EXT-EU-291,payment-gateway,False,infra_retry_duplicate,inc-3d8cdfcf
tx-9e66432102,2026-07-20T20:59:39Z,895.33,USD,crypto_withdrawal,ACC-9902,EXT-EU-291,payment-gateway,False,infra_retry_duplicate,inc-3d8cdfcf
tx-9a770c5a14,2026-07-20T21:03:46Z,767.69,USD,refund,ACC-9902,ACC-1187,payment-gateway,False,,
tx-e1476bb344,2026-07-20T21:05:19Z,239.5,USD,card_charge,ACC-1187,ACC-5512,order-service,False,,
tx-db83933367,2026-07-20T21:07:48Z,733.46,USD,card_charge,ACC-2291,ACC-8834,payment-gateway,False,,
tx-3502305781,2026-07-20T21:09:52Z,16574.47,USD,wire_transfer,ACC-5512,EXT-US-883,payment-gateway,True,fraud,
tx-ba5b36cb8c,2026-07-20T21:13:20Z,265.57,USD,card_charge,ACC-1187,MERCH-AMZN,order-service,False,,
